,Date,Time,Username,Message,Sentiment,Time from Start
1878,2022-12-29,23:47:39,milujutekamobracho1,one more,6,38
2812,2022-12-29,23:47:39,[Mención Indirecta],it is what it is,5,38
1879,2022-12-29,23:47:40,adaquizel_,one more,6,38
4160,2022-12-29,23:47:42,adaquizel_,definitely,7,38
3458,2022-12-29,23:47:43,Strangechol,go gates,8,38
3682,2022-12-29,23:47:47,Strangechol,fuck this,2,38
4808,2022-12-29,23:47:48,AlumiiiLight,5th times the charm,2,38
722,2022-12-29,23:47:49,gems69,this is fucked,2,38
3464,2022-12-29,23:47:53,[Mención Indirecta],go for this,8,38
4453,2022-12-29,23:47:53,Pata1G,bushido 420$,6,38
697,2022-12-29,23:47:55,milujutekamobracho1,this will pay,8,38
803,2022-12-29,23:47:55,dede0099,sweezyOops,5,38
1101,2022-12-29,23:47:58,[Mención Indirecta],RTP fully stacked,7,38
2218,2022-12-29,23:47:59,loadink7,next?,5,38
3624,2022-12-29,23:48:02,adaquizel_,gems all in,6,38
243,2022-12-29,23:48:03,BenCristova0,yea 5th time is the charm bro,8,38
4427,2022-12-29,23:48:06,Rozkii,buy it again at this point,8,38
4809,2022-12-29,23:48:10,AlumiiiLight,5th thime is the charm bro,8,38
3024,2022-12-29,23:48:13,milujutekamobracho1,https://open.spotify.com/track/6fvZypedYogb2V4gh4njTn?si=575ef522c75e4f77 but with this song,7,39
2794,2022-12-29,23:48:25,BenCristova0,its a new saying,6,39
2829,2022-12-29,23:48:30,BenCristova0,invented on this stream,7,39
5140,2022-12-29,23:48:31,Me2x,??,5,39
2944,2022-12-29,23:48:32,[Mención Indirecta],I had 10 DasXboot only streams in a row.. and it was 30 minutes combined,6,39
604,2022-12-29,23:48:34,nefroox,typical pissed stream nehehe,5,39
2736,2022-12-29,23:48:37,Strangechol,Joey absolutely Clueless,2,39
1943,2022-12-29,23:48:39,Strangechol,OME,8,39
2415,2022-12-29,23:48:39,pluggger,Max win today YEP :),10,39
2269,2022-12-29,23:48:43,rhymesanti,my god,2,39
5153,2022-12-29,23:48:44,Pata1G,?,5,39
2348,2022-12-29,23:48:46,Pata1G,miken,5,39
4629,2022-12-29,23:48:54,BenCristova0,asmr music,6,39
1673,2022-12-29,23:48:59,BenCristova0,pleasure to my ears,6,39
965,2022-12-29,23:49:00,Strangechol,skip it,2,39
2347,2022-12-29,23:49:01,hoppinxdy,mikenDance,7,39
18,2022-12-29,23:49:04,Rosherun,zyzzDance,7,39
1944,2022-12-29,23:49:05,Strangechol,OME,6,39
4509,2022-12-29,23:49:07,SKuLLn1,blobDance,10,39
5141,2022-12-29,23:49:11,Me2x,??,5,39
4336,2022-12-29,23:49:15,Rozkii,circulation,7,40
2485,2022-12-29,23:49:16,mariet3,LUL,4,40
1226,2022-12-29,23:49:19,nixet32,Prayge,10,40
19,2022-12-29,23:49:20,zwi0pz,zyzzDance,7,40
2774,2022-12-29,23:49:20,pluggger,its not the song sombody just broke his mic and recorded that,5,40
698,2022-12-29,23:49:27,adas334cz,this will max win sweezy knows his shit,9,40
703,2022-12-29,23:49:36,[Mención Indirecta],this song makes me sniff something,7,40
274,2022-12-29,23:49:39,[Mención Indirecta],xeriMonka,5,40
410,2022-12-29,23:49:40,mariet3,worthy Keepo,6,40
2192,2022-12-29,23:49:51,threevago,Nice cmoooon,8,40
3286,2022-12-29,23:49:53,BenCristova0,have u ever done a sober stream brother? ??,5,40
1158,2022-12-29,23:49:54,nefroox,resttFetka resttFetka,7,40
5029,2022-12-29,23:49:58,pluggger,@[Mención Directa] ________,5,40
3345,2022-12-29,23:50:06,Rozkii,grinder,7,40
717,2022-12-29,23:50:10,[Mención Indirecta],THIS IS IT xeriMonka,10,40
1403,2022-12-29,23:50:15,Strangechol,Pog,8,41
1749,2022-12-29,23:50:18,Rosherun,PauseChamp,10,41
1404,2022-12-29,23:50:21,zwi0pz,Pog,8,41
4646,2022-12-29,23:50:22,[Mención Indirecta],anything all the way and we are rich,8,41
2786,2022-12-29,23:50:24,adas334cz,its ggs max win inc,9,41
2710,2022-12-29,23:50:34,[Mención Indirecta],just one more connection for 2 more spins,6,41
1171,2022-12-29,23:50:39,zwi0pz,really funny,8,41
4645,2022-12-29,23:50:42,[Mención Indirecta],ANYTHING ALL THE WAY DO IT,9,41
1188,2022-12-29,23:50:43,[Mención Indirecta],PUSC,2,41
302,2022-12-29,23:50:50,zwi0pz,XER? <3,9,41
1951,2022-12-29,23:50:51,cassluuu,okeeeey,5,41
3373,2022-12-29,23:50:51,Nasty152,Gool,8,41
3374,2022-12-29,23:50:55,zwi0pz,gool,8,41
3375,2022-12-29,23:50:56,MichalHahh,Gool,8,41
3978,2022-12-29,23:50:57,zwi0pz,ez,9,41
1352,2022-12-29,23:51:00,cassluuu,POOOG,9,41
1405,2022-12-29,23:51:00,nixet32,Pog,8,41
399,2022-12-29,23:51:01,mariet3,wow,7,41
1406,2022-12-29,23:51:01,olivercito3,Pog,8,41
3366,2022-12-29,23:51:01,Nasty152,Gool Gool Gool,8,41
3376,2022-12-29,23:51:01,adaquizel_,Gool,8,41
1407,2022-12-29,23:51:02,gems69,Pog,8,41
4473,2022-12-29,23:51:02,adas334cz,brooooo,8,41
1813,2022-12-29,23:51:03,BenCristova0,PagMan,7,41
1408,2022-12-29,23:51:04,mariet3,Pog,8,41
3359,2022-12-29,23:51:04,Rosherun,Gool Gool Gool Gool Gool Gool Gool Gool Gool Gool Gool Gool Gool,8,41
1343,2022-12-29,23:51:05,R33Fx,POOOOOOOOOOOOOOOOOG,9,41
1409,2022-12-29,23:51:05,japkoo_val,Pog,8,41
2763,2022-12-29,23:51:05,milujutekamobracho1,ITS THE SONG,9,41
1345,2022-12-29,23:51:06,cassluuu,POOOOOOOOOOG,9,41
3377,2022-12-29,23:51:06,BenCristova0,Gool,8,41
4339,2022-12-29,23:51:06,Me2x,Cinkacka,7,41
4807,2022-12-29,23:51:06,AlumiiiLight,5th times the charm bruhhhhhhhhhhhhhhhhhhh,7,41
139,2022-12-29,23:51:07,cassluuu,YESSSSSSSSSSSS,10,41
451,2022-12-29,23:51:07,BreeGuy,WHOOOOOOAH,8,41
3358,2022-12-29,23:51:07,Rosherun,Gool Gool Gool Gool Gool Gool Gool Gool Gool Gool Gool Gool Gool Gool Gool,8,41
3360,2022-12-29,23:51:07,Pata1G,Gool Gool Gool Gool Gool Gool Gool Gool Gool Gool,9,41
3365,2022-12-29,23:51:07,swaampyyy,Gool Gool Gool Gool,8,41
1410,2022-12-29,23:51:08,dede0099,Pog,8,41
140,2022-12-29,23:51:09,cassluuu,yessssssssss,10,41
1347,2022-12-29,23:51:10,cassluuu,pooooooog,9,41
2164,2022-12-29,23:51:10,jurkyys,Nice!!!!!!!!!!!!!!!!!!!!!!!!!!,10,41
3357,2022-12-29,23:51:10,Pata1G,Gool Gool Gool Gool Gool Gool Gool Gool Gool Gool Gool Gool Gool Gool Gool Gool Gool,8,41
2419,2022-12-29,23:51:11,nefroox,max win inx,8,41
1342,2022-12-29,23:51:12,martinW,pooooooooooooooooooog,9,42
1348,2022-12-29,23:51:12,r1kosaurus,Pooooooog,9,42
2576,2022-12-29,23:51:12,zwi0pz,lets goooooooooooooooooooooooooooooo,10,42
3361,2022-12-29,23:51:12,Grypss,Gool Gool Gool Gool Gool Gool Gool Gool Gool Gool,8,42
806,2022-12-29,23:51:13,adas334cz,sweezy knows this shit,8,42
2837,2022-12-29,23:51:14,nefroox,inc,7,42
3979,2022-12-29,23:51:14,radikalnyyy,EZ,8,42
4340,2022-12-29,23:51:14,dede0099,Cinkacka,7,42
1364,2022-12-29,23:51:15,threevago,Poggggg,8,42
1742,2022-12-29,23:51:15,SKuLLn1,PEEPEESPoggers,8,42
2527,2022-12-29,23:51:16,mariet3,LOOOOOOL,6,42
3378,2022-12-29,23:51:16,Rozkii,Gool,8,42
528,2022-12-29,23:51:17,gems69,we are saved,8,42
529,2022-12-29,23:51:18,[Mención Indirecta],WE ARE GOING TO BAHAMS FOR THE NEW YEAR,10,42
2838,2022-12-29,23:51:18,zwi0pz,inaneeee,5,42
368,2022-12-29,23:51:19,threevago,Wtffffffff,7,42
1411,2022-12-29,23:51:20,Alejandrox18,Pog,8,42
2413,2022-12-29,23:51:22,Rozkii,maxwin song,8,42
3313,2022-12-29,23:51:22,threevago,Hahaha,8,42
4275,2022-12-29,23:51:22,zwi0pz,come backk,8,42
3087,2022-12-29,23:51:23,adas334cz,holy shiiit,8,42
5063,2022-12-29,23:51:23,dede0099,@me2x hi,5,42
5022,2022-12-29,23:51:28,mariet3,@[Mención Directa] HAHHA,8,42
3088,2022-12-29,23:51:33,adas334cz,holy shiiiit,8,42
3362,2022-12-29,23:51:34,Rosherun,Gool Gool Gool Gool Gool Gool Gool Gool Gool Gool,8,42
4161,2022-12-29,23:51:34,Me2x,dede0099 hi sweezyLove,8,42
209,2022-12-29,23:51:43,[Mención Indirecta],YEEEES,9,42
1412,2022-12-29,23:51:44,milujutekamobracho1,pOG,8,42
1814,2022-12-29,23:51:44,BenCristova0,PagMan,7,42
4869,2022-12-29,23:51:44,[Mención Indirecta],2 more spins,8,42
2618,2022-12-29,23:51:45,[Mención Indirecta],LETS GO,8,42
210,2022-12-29,23:51:46,adas334cz,yeeees,8,42
215,2022-12-29,23:51:46,milujutekamobracho1,YEEEEEEEEEEES,10,42
4011,2022-12-29,23:51:47,BenCristova0,extra spins,9,42
3078,2022-12-29,23:51:49,zwi0pz,holyyy,8,42
4868,2022-12-29,23:51:49,Rosherun,2 spins Pog,8,42
2418,2022-12-29,23:51:50,[Mención Indirecta],MAX WIN SETUP,10,42
2122,2022-12-29,23:51:51,[Mención Indirecta],NO CAP,9,42
1413,2022-12-29,23:51:52,nixet32,Pog,8,42
1709,2022-12-29,23:51:52,turkishmizaj,piss shut,4,42
603,2022-12-29,23:51:53,turkishmizaj,u,5,42
2628,2022-12-29,23:51:54,zwi0pz,lets fuck gooo,9,42
4644,2022-12-29,23:51:57,[Mención Indirecta],ANYTHING ALL THE WAY IS A MAXWIN,9,42
1414,2022-12-29,23:51:58,dylan_1484,Pog,8,42
2059,2022-12-29,23:52:10,adas334cz,nooooo,4,42
1083,2022-12-29,23:52:14,michko,SadChamp,3,43
867,2022-12-29,23:52:16,adas334cz,still great,8,43
950,2022-12-29,23:52:16,michko,so close,6,43
1050,2022-12-29,23:52:18,zwi0pz,sadge,3,43
3957,2022-12-29,23:52:22,cassluuu,ezzzzzz,7,43
1051,2022-12-29,23:52:24,dede0099,Sadge,3,43
3590,2022-12-29,23:52:25,mariet3,gg,7,43
870,2022-12-29,23:52:26,[Mención Indirecta],still dope though,8,43
593,2022-12-29,23:52:28,BenCristova0,U see? 5th time is the charm,9,43
4813,2022-12-29,23:52:29,[Mención Indirecta],50k x,8,43
4640,2022-12-29,23:52:30,turkishmizaj,are u going to bahamas? :tf:,3,43
731,2022-12-29,23:52:31,threevago,This could be hugee,8,43
4814,2022-12-29,23:52:33,[Mención Indirecta],50k $,8,43
807,2022-12-29,23:52:34,adas334cz,sweezy knows his shit,8,43
2223,2022-12-29,23:52:34,martinW,next one will pay better Kapp,7,43
4861,2022-12-29,23:52:37,Rosherun,20k,7,43
2007,2022-12-29,23:52:43,Rozkii,now duel 400,8,43
4432,2022-12-29,23:52:43,hoppinxdy,BUY 1K NOW,8,43
639,2022-12-29,23:52:45,hoppinxdy,TRUST,8,43
4341,2022-12-29,23:52:46,Me2x,Cinkacka,7,43
640,2022-12-29,23:52:47,Rozkii,trust,8,43
2004,2022-12-29,23:52:50,[Mención Indirecta],now leave this shit and never come back,2,43
2762,2022-12-29,23:52:50,milujutekamobracho1,Its was cause of my song :),8,43
4668,2022-12-29,23:52:51,mariet3,another Kappa,7,43
5271,2022-12-29,23:52:52,[Mención Indirecta],:tf:,3,43
4110,2022-12-29,23:52:54,adas334cz,dog house mw,8,43
2014,2022-12-29,23:52:57,Strangechol,now 2k gates trus,8,43
641,2022-12-29,23:52:59,Strangechol,trust,8,43
1858,2022-12-29,23:53:01,BenCristova0,one muertos for the boys fr,6,43
4320,2022-12-29,23:53:01,blueBerry_suBB,cleocatra,8,43
4299,2022-12-29,23:53:02,Strangechol,Clueless,3,43
853,2022-12-29,23:53:03,zwi0pz,sugar rush,7,43
2823,2022-12-29,23:53:09,[Mención Indirecta],is this your viewer xeri @Strangechol,5,43
4173,2022-12-29,23:53:09,kojko_98,Dead bonus buy,2,43
4048,2022-12-29,23:53:12,separog23,Duel and big bamboo,7,44
4118,2022-12-29,23:53:12,harabyn,do you wanna some song?,5,44
5258,2022-12-29,23:53:16,michko,!addpoints all 50,5,44
1926,2022-12-29,23:53:19,nixet32,OMEGALUL,2,44
4047,2022-12-29,23:53:19,Rozkii,duel bro,5,44
4714,2022-12-29,23:53:21,AlumiiiLight,all in GATES,8,44
701,2022-12-29,23:53:22,pluggger,this songs makes me not to sleep all the night,2,44
240,2022-12-29,23:53:25,Strangechol,yea im his mod @[mención directa] OME,5,44
3279,2022-12-29,23:53:32,[Mención Indirecta],he is twisted same as you,3,44
3106,2022-12-29,23:53:33,zwi0pz,hm,5,44
1859,2022-12-29,23:53:36,BenCristova0,one muertos for the boys fr,6,44
326,2022-12-29,23:53:40,threevago,Xddd,7,44
4642,2022-12-29,23:53:41,[Mención Indirecta],apex mentality i see,5,44
1163,2022-12-29,23:53:42,yyKassu,ResidentSleeper,2,44
4690,2022-12-29,23:53:44,miresko6,AMOURANTH FOR 500 $,4,44
5054,2022-12-29,23:53:45,milujutekamobracho1,@michko when restock? ??,3,44
4899,2022-12-29,23:53:47,adas334cz,14?,5,44
3456,2022-12-29,23:53:53,AlumiiiLight,GO GATES 2.9K ALL IN = PROFIT,8,44
2695,2022-12-29,23:53:55,[Mención Indirecta],kazu fr,5,44
3026,2022-12-29,23:54:00,harabyn,https://open.spotify.com/track/5Zlb01Jcn0Ld49zazzZJSB?si=0160074c60124cc0,7,44
4988,2022-12-29,23:54:02,yyKassu,@[Mención Directa] WHAT,4,44
3736,2022-12-29,23:54:06,olivercito3,fr,5,44
2694,2022-12-29,23:54:07,michko,kazu hahahaha,6,44
3039,2022-12-29,23:54:07,harabyn,https://open.spotify.com/track/33sPNJZxIi4Qq9jy4rACPJ?si=37ca63b1bee049f5,7,44
2942,2022-12-29,23:54:14,[Mención Indirecta],i had flashbacks,3,45
327,2022-12-29,23:54:15,mariet3,xddd,9,45
4683,2022-12-29,23:54:16,[Mención Indirecta],and i threw up,2,45
4782,2022-12-29,23:54:17,[Mención Indirecta],a bit,4,45
3019,2022-12-29,23:54:20,harabyn,https://open.spotify.com/track/7aIb17DMLcOhLJIc9vF6Aa?si=a243c1d84ffd4806,6,45
754,2022-12-29,23:54:29,michko,the best arc star player from apex,6,45
2343,2022-12-29,23:54:33,adaquizel_,milujutekamobracho1 1 tft for the vibes? [Emote Personalizado 3],6,45
2973,2022-12-29,23:54:33,zwi0pz,hype drop time,7,45
715,2022-12-29,23:54:34,BreeGuy,this is the max win anthem,8,45
3466,2022-12-29,23:54:43,BenCristova0,Go for muertos fr fr,6,45
2290,2022-12-29,23:54:44,[Mención Indirecta],mr.magnet,5,45
4111,2022-12-29,23:54:48,adas334cz,dog house mw,5,45
4579,2022-12-29,23:54:48,turkishmizaj,bamboo,5,45
5224,2022-12-29,23:54:48,n1xyc,!store,5,45
4360,2022-12-29,23:54:50,harabyn,christmas carol...,3,45
3642,2022-12-29,23:54:51,Strangechol,gates,8,45
1676,2022-12-29,23:54:52,harabyn,please :D,8,45
4321,2022-12-29,23:54:52,blueBerry_suBB,cleocatra,5,45
4480,2022-12-29,23:54:52,Rozkii,bro duel frfrp,5,45
2132,2022-12-29,23:54:53,[Mención Indirecta],no,3,45
2380,2022-12-29,23:54:53,milujutekamobracho1,Mental,7,45
546,2022-12-29,23:54:54,MichalHahh,wanted ??,3,45
3636,2022-12-29,23:54:54,AlumiiiLight,gates all in 2.9k,8,45
4889,2022-12-29,23:54:54,Strangechol,1k,6,45
4174,2022-12-29,23:54:56,kojko_98,DEAD,2,45
3715,2022-12-29,23:54:57,Rozkii,fr duel,5,45
4039,2022-12-29,23:54:57,[Mención Indirecta],duel for 400,5,45
4133,2022-12-29,23:54:57,turkishmizaj,DO IT,8,45
1148,2022-12-29,23:54:58,pepikouzelnik88,retro,5,45
2124,2022-12-29,23:54:58,turkishmizaj,NO BALLS,3,45
153,2022-12-29,23:54:59,AlumiiiLight,YES YES,8,45
4199,2022-12-29,23:54:59,Nasty152,daily gates,7,45
2125,2022-12-29,23:55:00,turkishmizaj,no balls,3,45
4134,2022-12-29,23:55:01,Strangechol,do it,8,45
4126,2022-12-29,23:55:07,AlumiiiLight,DO ITTTTTTT,9,45
4715,2022-12-29,23:55:08,Strangechol,all in gates,8,45
4135,2022-12-29,23:55:12,Strangechol,do it,8,46
2416,2022-12-29,23:55:19,harabyn,max win song somebody wrote,7,46
3280,2022-12-29,23:55:24,harabyn,he is god damn right,6,46
4153,2022-12-29,23:55:24,mariet3,die here,2,46
4042,2022-12-29,23:55:26,dylan_1484,duel duel duel,7,46
960,2022-12-29,23:55:27,adaquizel_,SMOKE,5,46
543,2022-12-29,23:55:28,mariet3,wanted max win,8,46
970,2022-12-29,23:55:29,turkishmizaj,sigma,5,46
4759,2022-12-29,23:55:29,[Mención Indirecta],after this do 5$ turbospins on this game,6,46
684,2022-12-29,23:55:31,[Mención Indirecta],till 2k,5,46
3327,2022-12-29,23:55:31,mariet3,GunRunb,5,46
4688,2022-12-29,23:55:33,[Mención Indirecta],and call it,5,46
3329,2022-12-29,23:55:34,mariet3,GunRun,5,46
3021,2022-12-29,23:55:41,milujutekamobracho1,https://open.spotify.com/track/75HopUonNjhODsl3A3zjcn?si=97042cb52b824778 i have another big win song,7,46
1415,2022-12-29,23:55:43,olivercito3,Pog,8,46
1815,2022-12-29,23:55:44,BenCristova0,PagMan,5,46
1344,2022-12-29,23:55:45,olivercito3,POOOOOOOOOOOG,9,46
1416,2022-12-29,23:55:45,AlumiiiLight,Pog,8,46
1417,2022-12-29,23:55:45,Nasty152,Pog,8,46
1905,2022-12-29,23:55:45,adas334cz,omg,7,46
1906,2022-12-29,23:55:45,Pata1G,omg,7,46
3269,2022-12-29,23:55:45,harabyn,hehe,5,46
1418,2022-12-29,23:55:46,gems69,Pog,8,46
1419,2022-12-29,23:55:46,zwi0pz,Pog,8,46
3352,2022-12-29,23:55:46,BenCristova0,GOOOOL,8,46
1420,2022-12-29,23:55:48,MichalHahh,Pog,8,46
1895,2022-12-29,23:55:48,zwi0pz,omggggggggg,7,46
1901,2022-12-29,23:55:48,Pata1G,omg omg omg omg,7,46
1972,2022-12-29,23:55:48,BreeGuy,OHHH,5,46
2980,2022-12-29,23:55:49,turkishmizaj,HUH,2,46
2581,2022-12-29,23:55:50,AlumiiiLight,lets goooo,8,46
3353,2022-12-29,23:55:50,zwi0pz,gooool,8,46
969,2022-12-29,23:55:52,pluggger,sigma songs,5,46
2577,2022-12-29,23:55:52,zwi0pz,lets goooooooooo,8,46
2813,2022-12-29,23:55:54,harabyn,IT IS WHAT IT IS,5,46
102,2022-12-29,23:55:55,adas334cz,yoooo,7,46
3379,2022-12-29,23:55:56,BenCristova0,Gool,8,46
3380,2022-12-29,23:55:57,Rozkii,Gool,8,46
766,2022-12-29,23:55:58,Nasty152,thats good,7,46
734,2022-12-29,23:56:00,turkishmizaj,THIS,8,46
735,2022-12-29,23:56:00,turkishmizaj,THIS,8,46
1349,2022-12-29,23:56:00,cassluuu,POOOOOOG,8,46
2040,2022-12-29,23:56:00,adas334cz,not baaaaaf,4,46
736,2022-12-29,23:56:01,turkishmizaj,THIS,8,46
1421,2022-12-29,23:56:01,nixet32,Pog,8,46
1422,2022-12-29,23:56:04,milujutekamobracho1,Pog,8,46
2146,2022-12-29,23:56:04,cassluuu,niceeeee,7,46
3381,2022-12-29,23:56:04,dylan_1484,Gool,8,46
2039,2022-12-29,23:56:05,adas334cz,not baaaf,4,46
2143,2022-12-29,23:56:05,BreeGuy,Niiiiiiice,7,46
2832,2022-12-29,23:56:05,MichalHahh,insane,9,46
1423,2022-12-29,23:56:06,Strangechol,Pog,8,46
2180,2022-12-29,23:56:06,dauphinn7,Nice one,7,46
3382,2022-12-29,23:56:06,Slavomiir,Gool,8,46
3980,2022-12-29,23:56:07,gems69,EZ,9,46
737,2022-12-29,23:56:08,radikalnyyy,THIS,8,46
1424,2022-12-29,23:56:08,SKuLLn1,Pog,8,46
2144,2022-12-29,23:56:08,AlumiiiLight,NICEEEEEEE,7,46
1425,2022-12-29,23:56:09,mariet3,Pog,8,46
3085,2022-12-29,23:56:09,adas334cz,holy shit,4,46
3356,2022-12-29,23:56:09,zwi0pz,Gool Gool Gool Gool Gool Gool Gool Gool Gool Gool Gool Gool Gool Gool Gool Gool Gool Gool Gool Gool Gool Gool Gool Gool Gool Gool Gool,9,46
2197,2022-12-29,23:56:12,zwi0pz,nice,7,47
3383,2022-12-29,23:56:13,Rozkii,Gool,8,47
738,2022-12-29,23:56:14,BenCristova0,THIS,8,47
3384,2022-12-29,23:56:14,threevago,Gool,9,47
924,2022-12-29,23:56:15,harabyn,song charm,5,47
4342,2022-12-29,23:56:16,Me2x,Cinkacka,5,47
3974,2022-12-29,23:56:18,dylan_1484,ez 3k,10,47
2831,2022-12-29,23:56:19,zwi0pz,insane streamm,9,47
3958,2022-12-29,23:56:20,cassluuu,ezzzzzz,8,47
5231,2022-12-29,23:56:25,AlumiiiLight,!song,5,47
495,2022-12-29,23:56:27,gems69,what a comeback,9,47
1732,2022-12-29,23:56:28,mariet3,PEGI +18,5,47
113,2022-12-29,23:56:32,ejwyy,yooo,7,47
482,2022-12-29,23:56:32,AlumiiiLight,whats this song,5,47
4310,2022-12-29,23:56:32,blueBerry_suBB,cleocatra time :),8,47
3981,2022-12-29,23:56:34,adaquizel_,EZ,10,47
3427,2022-12-29,23:56:35,turkishmizaj,Good call virgin ass @[Mención Directa],6,47
750,2022-12-29,23:56:38,BreeGuy,the music always affects the slot results that is a fact,7,47
3459,2022-12-29,23:56:38,Strangechol,go gates,8,47
3628,2022-12-29,23:56:38,radikalnyyy,gatessss,8,47
4361,2022-12-29,23:56:38,harabyn,CHRISTMAS CAROL mate,5,47
708,2022-12-29,23:56:39,zwi0pz,this song gives energy,9,47
4523,2022-12-29,23:56:39,separog23,Big bamboo time,8,47
3020,2022-12-29,23:56:44,milujutekamobracho1,https://open.spotify.com/track/75HopUonNjhODsl3A3zjcn?si=97042cb52b824778 try this please ??,6,47
4526,2022-12-29,23:56:44,aanejdesdopice,BIG BAMBOO,8,47
4574,2022-12-29,23:56:46,threevago,Bamboo time,8,47
2981,2022-12-29,23:56:47,BenCristova0,HUH,3,47
1135,2022-12-29,23:56:50,[Mención Indirecta],retro tapes for 400$,7,47
2982,2022-12-29,23:56:51,olivercito3,HUH,2,47
2857,2022-12-29,23:56:52,[Mención Indirecta],im feeling it,8,47
1426,2022-12-29,23:56:54,dede0099,Pog,10,47
646,2022-12-29,23:56:56,olivercito3,true,8,47
4824,2022-12-29,23:56:56,kojko_98,5 dollar bet,8,47
1427,2022-12-29,23:56:57,4rc44,Pog,10,47
4524,2022-12-29,23:57:03,turkishmizaj,big bamboo for 2400 fr,8,47
2889,2022-12-29,23:57:07,adaquizel_,i would definitely do 1 gems buy literally free money,9,47
290,2022-12-29,23:57:10,zwi0pz,xeri music open,7,47
789,2022-12-29,23:57:10,missyouuu,tapes me baby,7,47
3737,2022-12-29,23:57:10,Strangechol,fr,5,47
823,2022-12-29,23:57:32,adas334cz,sure,8,48
647,2022-12-29,23:57:33,milujutekamobracho1,true,8,48
2274,2022-12-29,23:57:33,zwi0pz,musicccccc,8,48
3738,2022-12-29,23:57:33,BenCristova0,fr,5,48
5286,2022-12-29,23:57:36,Pata1G,:D :D :D :D :D :D :D :D :D :D :D :D fr,9,48
2596,2022-12-29,23:57:47,zwi0pz,lets goo,8,48
3739,2022-12-29,23:57:47,pluggger,fr,5,48
5320,2022-12-29,23:57:47,jurkyys,800,7,48
937,2022-12-29,23:57:48,adas334cz,so max win inc,8,48
5282,2022-12-29,23:57:48,jurkyys,:DDDDDD,9,48
3740,2022-12-29,23:57:49,dylan_1484,fr,5,48
3741,2022-12-29,23:57:50,milujutekamobracho1,fr,5,48
2983,2022-12-29,23:57:51,turkishmizaj,HUH,4,48
2619,2022-12-29,23:57:53,threevago,Lets go,8,48
3742,2022-12-29,23:57:53,ejwyy,fr,5,48
1202,2022-12-29,23:57:54,zwi0pz,Prayge Prayge Prayge Prayge Prayge Prayge Prayge Prayge Prayge Prayge Prayge Prayge Prayge Prayge Prayge Prayge Prayge Prayge Prayge Prayge Prayge Prayge Prayge,9,48
4407,2022-12-29,23:57:54,olivercito3,can you buy just 1 TOshi after this Sadge,5,48
408,2022-12-29,23:57:58,[Mención Indirecta],would be nice to get 2 buys for 400$ but whatever,6,48
3710,2022-12-29,23:57:59,pluggger,fr fr,5,48
1227,2022-12-29,23:58:01,adas334cz,Prayge,9,48
4794,2022-12-29,23:58:06,Pata1G,800 better Gool,8,48
1212,2022-12-29,23:58:10,BreeGuy,Prayge and more Prayge,9,48
211,2022-12-29,23:58:15,adas334cz,yeeees,8,49
2984,2022-12-29,23:58:15,turkishmizaj,HUH,2,49
1428,2022-12-29,23:58:17,Nasty152,Pog,10,49
2093,2022-12-29,23:58:17,dylan_1484,noceee,8,49
308,2022-12-29,23:58:18,olivercito3,xddddddddd,10,49
1899,2022-12-29,23:58:18,zwi0pz,omgg,9,49
1907,2022-12-29,23:58:18,Pata1G,OMG,9,49
3003,2022-12-29,23:58:18,adas334cz,huge,8,49
1429,2022-12-29,23:58:19,turkishmizaj,Pog,10,49
1430,2022-12-29,23:58:19,milujutekamobracho1,Pog,10,49
323,2022-12-29,23:58:20,harabyn,xddd ez,7,49
1431,2022-12-29,23:58:20,turkishmizaj,Pog,10,49
1432,2022-12-29,23:58:20,michko,Pog,10,49
1902,2022-12-29,23:58:20,Pata1G,OMG GGGGGGGGGG,9,49
2412,2022-12-29,23:58:20,zwi0pz,maxxx,9,49
1433,2022-12-29,23:58:22,Rosherun,Pog,10,49
1434,2022-12-29,23:58:22,gems69,Pog,10,49
1816,2022-12-29,23:58:22,BenCristova0,PagMan,5,49
2411,2022-12-29,23:58:22,zwi0pz,maxxxxxxxxxx,9,49
4672,2022-12-29,23:58:24,dylan_1484,andypsMochuelada andypsMochuelada andypsMochuelada andypsMochuelada,9,49
2410,2022-12-29,23:58:25,zwi0pz,maxxxxxxxxxxxxxxxxxxxxxxxx,9,49
4248,2022-12-29,23:58:25,googleumne,connected POG,10,49
1435,2022-12-29,23:58:26,Strangechol,Pog,10,49
2299,2022-12-29,23:58:26,Pata1G,MORE MROE MROE,8,49
4070,2022-12-29,23:58:26,R33Fx,dude,5,49
598,2022-12-29,23:58:27,R33Fx,u kiddin,5,49
884,2022-12-29,23:58:27,flajvii_,star please,5,49
1436,2022-12-29,23:58:28,MichalHahh,Pog,10,49
1437,2022-12-29,23:58:30,redwolf699,Pog,10,49
1854,2022-12-29,23:58:30,[Mención Indirecta],one star and its over,8,49
2303,2022-12-29,23:58:30,googleumne,more coins now,8,49
1850,2022-12-29,23:58:31,Pata1G,only 2x tho,7,49
2277,2022-12-29,23:58:31,adas334cz,multiii,8,49
3079,2022-12-29,23:58:31,threevago,Holyyy,9,49
3584,2022-12-29,23:58:31,pluggger,GGGGGGGGGGG,10,49
5142,2022-12-29,23:58:31,Me2x,??,8,49
2279,2022-12-29,23:58:32,zwi0pz,multii,9,49
1438,2022-12-29,23:58:33,olivercito3,Pog,10,49
1439,2022-12-29,23:58:33,turkishmizaj,Pog,10,49
